term,fear,anger,anticip,trust,surprise,positive,negative,sadness,disgust,joy,synonym_1,synonym_2,synonym_3
yielding,0,0,0,0,0,0,0,0,0,0,submission
earl,0,0,0,0,0,1,0,0,0,0,nobility
instrumental,0,0,0,0,0,0,0,0,0,0,instrument,mechanical,brachial
admiration,0,0,0,0,0,1,0,0,0,0,wonder,awe,bewilderment
eventuality,1,0,0,0,0,0,0,0,0,0,futurity
commentary,0,0,0,0,0,0,0,0,0,0,interpretation
exempt,0,0,0,0,0,0,0,0,0,0,freedom
depreciated,1,1,0,0,0,0,1,1,1,0,cheapness
lane,0,0,0,0,0,0,0,0,0,0,abode
recidivism,0,1,0,0,0,0,1,1,1,0,regression
anomalous,0,0,0,0,0,0,0,0,0,0,unconformity
intimation,0,0,0,0,0,0,0,0,0,0,supposition
alter,0,0,0,0,0,0,0,0,0,0,change
tackle,0,0,0,0,0,0,0,0,0,0,undertaking,set to,for
unfavorable,0,0,0,0,0,0,1,1,1,0,opposition
jewel,0,0,0,0,0,0,0,0,0,0,goodness
huff,0,1,0,0,0,0,1,0,1,0,resentment
blanket,0,0,0,1,0,0,0,0,0,0,calefaction
grapes,0,0,0,0,0,0,0,0,0,0,food
jumble,0,0,0,0,0,0,0,0,0,0,mixture
mighty,0,0,0,0,0,1,0,0,0,0,size,magnificent,fine
chimera,1,0,0,0,0,0,0,0,0,0,unconformity
question,0,0,0,0,0,1,0,0,0,0,unbelief doubt
bottle,0,0,0,0,0,0,0,0,0,0,preservation
unjust,0,1,0,0,0,0,1,0,0,0,wrong
unmistakable,0,0,0,0,0,0,0,0,0,0,certainty
crumbling,0,0,0,0,0,0,1,0,0,0,deterioration
conversational,0,0,0,0,0,0,0,0,0,0,conversation
disembodied,1,0,0,0,0,0,1,1,0,0,immateriality
lack,0,0,0,0,0,0,0,0,0,0,requirement,desire,want
immediately,0,0,1,0,0,0,1,0,0,0,instantaneity
wrongful,0,1,0,0,0,0,1,1,1,0,wrong
pasture,0,0,0,0,0,0,0,0,0,0,vegetable
agreed,0,0,0,1,0,1,0,0,0,0,compact
eel,1,0,0,0,0,0,0,0,0,0,convolution
ruinous,1,0,0,0,0,0,0,0,1,0,adversity
hardy,0,0,0,0,0,1,0,0,0,0,health
docile,0,0,0,0,0,0,0,0,0,0,learning
formative,0,0,0,0,0,0,0,0,0,0,form
branching,0,0,0,0,0,0,0,0,0,0,symmetry
recur,0,0,0,0,0,0,0,0,0,0,frequency
letters,0,0,0,0,0,0,0,0,0,0,language
fraternal,0,0,0,1,0,1,0,0,0,0,cognate,related,akin
substantiate,0,0,0,0,0,0,0,0,0,0,assume,require,assert
rebound,0,0,0,0,0,0,0,0,0,0,recoil
clerkship,0,0,0,0,0,0,0,0,0,0,commission
spur,0,0,0,0,0,0,0,0,0,0,convexity
uncut,0,0,0,0,0,0,0,0,0,0,whole
pray,0,0,0,0,0,0,0,0,0,0,request
deception,0,0,0,0,0,0,1,0,0,0,falsehood
advantageous,0,0,0,0,0,1,0,0,0,0,acquisition
inalienable,0,0,0,0,0,1,0,0,0,0,retention
foolish,0,0,0,0,0,0,1,0,0,0,irrational,senseless,inept
kindergarten,0,0,0,0,0,0,0,0,0,0,school
levee,0,0,0,1,0,0,0,0,0,0,land
pronunciation,0,0,0,0,0,0,0,0,0,0,voice
refraction,0,0,0,0,0,0,0,0,0,0,light
overwhelmed,0,0,0,0,0,0,1,1,0,0,failure
medal,0,0,0,0,0,1,0,0,0,1,trophy,palm,award
curtail,0,0,0,0,0,0,0,0,0,0,shortness
delay,1,1,0,0,0,0,1,1,1,0,slowness
mediator,0,0,1,1,0,1,0,0,0,0,concord
marriage,0,0,1,1,0,1,0,0,0,1,marriage
thyme,0,0,0,0,0,0,0,0,0,0,condiment
vagueness,0,0,0,0,0,0,0,0,0,0,jargon,rubbish,fudge
cottage,0,0,0,0,0,0,0,0,0,0,abode
shop,0,0,0,0,0,0,0,0,0,0,workshop
demolition,0,0,0,0,0,0,1,0,0,0,destruction
strained,0,1,0,0,0,0,1,0,0,0,exertion
alien,0,0,0,0,0,0,0,0,0,0,exotic,foreign,strange
syncope,1,0,0,0,0,0,1,1,0,0,impotence,palsy,collapse
fragrance,0,0,0,0,0,0,0,0,0,0,odor
respect,0,0,1,1,0,1,0,0,0,1,observance,acknowledge,observe
divan,0,0,0,1,0,0,0,0,0,0,tribunal,court martial,court of law
jute,0,0,0,0,0,0,0,0,0,0,filament
etching,0,0,0,0,0,0,0,0,0,0,engraving
unpredictable,0,0,0,0,0,0,0,0,0,0,startling,surprising,unexpected
surgeon,0,0,0,0,0,0,0,0,0,0,remedy
emit,0,0,0,0,0,0,0,0,0,0,publication
persistence,0,0,0,0,0,1,0,0,0,0,permanence
playmate,0,0,0,0,0,0,0,0,0,0,friend
infuse,0,0,0,0,0,0,0,0,0,0,insertion,instill,insert
harass,0,0,0,0,0,0,1,0,0,0,painfulness
retrograde,0,0,0,0,0,0,0,0,0,0,regression
device,0,0,0,0,0,0,0,0,0,0,plan
scorching,0,1,0,0,0,0,1,0,0,0,violence
binocular,0,0,0,0,0,0,0,0,0,0,optical instruments
shepherd,0,0,0,1,0,1,0,0,0,0,director
miniature,0,0,0,0,0,0,0,0,0,0,littleness
fanfare,0,0,1,0,1,1,0,0,0,1,celebration
subsist,0,0,0,0,0,0,1,0,0,0,existence
unrelenting,0,0,0,0,0,0,0,0,0,0,continuity
offend,0,1,0,0,0,0,1,0,0,0,painfulness
veneration,0,0,0,0,0,0,0,0,0,0,piety
exalt,0,0,0,0,0,1,0,0,0,0,repute,elevate,honor
faculty,0,0,0,0,0,0,0,0,0,0,business
recommend,0,0,0,0,0,1,0,0,0,0,approbation
nozzle,0,0,0,0,0,0,0,0,0,0,opening
cloister,0,0,0,0,0,0,0,0,0,0,abode
stifle,0,0,0,0,0,0,0,0,0,0,silence
wordy,0,0,0,0,0,0,0,0,0,0,diffuseness
buoyancy,0,0,0,0,0,0,0,0,0,0,elasticity
greedy,0,0,0,0,0,0,1,0,1,0,desire
eminently,0,0,0,0,0,1,0,0,0,0,superiority
lovely,0,0,0,0,0,1,0,0,0,1,beauty
prostitute,0,0,0,0,0,0,1,0,1,0,libertine
requisition,0,0,0,0,0,0,0,0,0,0,command
tremor,1,1,1,0,0,0,1,0,0,0,fear
area,0,0,0,0,0,0,0,0,0,0,place
elbow,0,0,0,0,0,0,0,0,0,0,fold,wrinkle,double
rigid,0,0,0,0,0,0,0,0,0,0,hardness
flatten,0,0,0,0,0,0,0,0,0,0,flatness
beginner,0,0,0,0,0,0,0,0,0,0,learner
tantamount,0,0,0,1,0,0,0,0,0,0,equality
exile,0,0,0,0,0,0,0,0,0,0,seclusion,exclusion,banishment
plaintiff,0,0,0,0,0,0,1,0,0,0,accusation
excel,0,0,1,1,1,1,0,0,0,1,goodness
dissect,0,0,0,0,0,0,0,0,0,0,decomposition
erase,1,0,0,0,0,0,1,0,0,0,destruction
efficiency,0,0,0,0,0,0,0,0,0,0,power
hoist,0,0,0,0,0,0,0,0,0,0,elevation
wring,0,0,0,0,0,0,0,0,0,0,convolution,crimp,scallop
drama,0,0,0,0,0,0,0,0,0,0,representation
waive,0,0,0,0,0,0,0,0,0,0,disuse
sinner,1,1,0,0,0,0,1,1,1,0,bad man
lurch,0,0,0,0,0,0,0,0,0,0,descent,tumble,downfall
optic,0,0,0,0,0,0,0,0,0,0,vision
serif,0,0,0,0,0,0,0,0,0,0,printing
speaker,0,0,0,0,0,0,0,0,0,0,speech
inquirer,0,0,0,0,0,1,0,0,0,0,curiosity
cadet,0,0,0,0,0,0,0,0,0,0,combatant
atrocious,0,1,0,0,0,0,1,0,1,0,vice
unforeseen,0,0,0,0,1,0,0,0,0,0,chance
tasty,0,0,0,0,0,1,0,0,0,0,savoriness
ordination,0,0,1,1,0,1,0,0,0,1,presentation,consecration,induction
hallowed,0,0,0,0,0,0,0,0,0,0,deity
creed,0,0,0,0,0,0,0,0,0,0,theology
boarding,0,0,0,0,0,0,0,0,0,0,attack
job,0,0,0,0,0,0,0,0,0,0,action
obtain,0,0,0,0,0,0,0,0,0,0,existence
advertisement,0,0,0,0,0,0,0,0,0,0,publication
ownership,0,0,0,0,0,0,0,0,0,0,property
donation,0,0,0,0,0,1,0,0,0,0,expenditure
hopelessness,1,0,0,0,0,0,1,1,0,0,hopelessness
divestment,0,0,0,0,0,0,1,0,0,0,divestment
yearning,0,0,1,0,0,1,0,0,0,0,desire
mace,0,0,0,0,0,0,0,0,0,0,arms
animated,0,0,0,0,0,1,0,0,0,1,life
plenary,0,0,0,0,0,1,0,0,0,0,completeness
sable,0,0,0,0,0,0,0,0,0,0,blackness
equation,0,0,0,0,0,0,0,0,0,0,equality
delusion,0,0,0,0,0,0,1,0,0,0,insanity
regression,0,0,0,0,0,0,0,0,0,0,regression
caste,0,0,0,0,0,0,1,0,0,0,class
whopping,0,0,0,0,0,0,0,0,0,0,size
honesty,0,0,0,1,0,1,0,0,0,0,purity,shame,virtue
defensive,0,0,0,0,0,0,0,0,0,0,defense
hen,0,0,0,0,0,0,0,0,0,0,woman
unanimity,0,0,0,0,0,0,0,0,0,0,concord
struggle,0,0,0,0,0,0,0,0,0,0,contention,strive,wrestle
straw,0,0,0,0,0,0,0,0,0,0,unimportance
whine,0,0,0,0,0,0,0,0,0,0,lamentation
obstacle,1,1,0,0,0,0,1,1,0,0,hindrance
spectacle,0,0,0,0,0,0,0,0,0,0,exhibition,procession,exposition
perfect,0,0,1,1,0,1,0,0,0,1,completion
stink,0,0,0,0,0,0,1,0,1,0,fetor
reverence,0,0,0,1,0,1,0,0,0,1,respect
godsend,0,0,0,0,0,1,0,0,0,0,good
hiatus,0,0,0,0,0,0,0,0,0,0,absence
thoughtful,0,0,0,0,0,1,0,0,0,0,intelligence
delightful,0,0,1,1,0,1,0,0,0,1,pleasurableness
clump,0,0,0,0,0,0,1,0,0,0,assemblage
reluctance,0,0,0,0,0,0,0,0,0,0,unwillingness
seminal,0,0,0,0,0,0,0,0,0,0,cause
threatening,1,0,0,0,0,0,1,0,0,0,hopelessness
massacre,1,1,0,0,0,0,1,1,1,0,killing
menses,0,0,0,0,0,1,0,0,0,0,regularity of recurrence
uneducated,0,0,0,0,0,0,1,1,0,0,nonpreparation
errand,0,0,1,1,0,1,0,0,0,0,business
legislative,0,0,0,0,0,0,0,0,0,0,legality
hazard,0,0,0,0,0,0,1,0,0,0,danger,adventure,stake
microscopy,0,0,0,0,0,0,0,0,0,0,littleness
unlike,0,0,0,0,0,0,0,0,0,0,dissimilarity
finesse,0,0,0,0,0,1,0,0,0,0,skill
intern,0,0,0,0,0,0,0,0,0,0,interiority
deduct,0,0,0,0,0,0,1,0,0,0,taking
debenture,0,0,0,0,0,0,0,0,0,0,money
whisky,0,0,0,0,0,0,1,0,0,0,drunkenness
immature,0,0,0,0,0,0,1,0,0,0,newness
constellation,0,0,0,0,0,0,0,0,0,0,luminary
whim,0,0,0,0,1,0,1,0,0,1,desire,whimsy,want
antecedent,0,0,0,0,0,0,0,0,0,0,precursor
cabin,0,0,0,0,0,0,0,0,0,0,receptacle
firmament,0,0,0,0,0,0,0,0,0,0,world
charger,0,0,0,0,0,0,0,0,0,0,combatant
superhuman,0,0,0,0,0,1,0,0,0,0,deity
quantitatively,0,0,0,0,0,0,0,0,0,0,numeration
deplorable,1,1,0,0,0,0,1,1,1,0,badness
detach,0,0,0,0,0,0,0,0,0,0,disjunction
strangle,1,1,0,0,0,0,1,1,0,0,killing
belly,0,0,0,0,0,0,0,0,0,0,convexity
screech,0,0,0,0,0,0,0,0,0,0,ululation
conclave,0,0,0,0,0,0,0,0,0,0,council
bode,0,0,0,0,0,0,0,0,0,0,prediction
fear,1,0,0,0,0,0,1,0,0,0,fear
buzzer,0,0,0,0,0,0,0,0,0,0,resonance
gusset,0,0,0,1,0,0,0,0,0,0,junction
nag,0,1,0,0,0,0,1,0,0,0,discord
hobby,0,0,0,0,0,0,0,0,0,1,desire
polygamy,0,0,0,0,0,0,1,0,1,0,marriage
feline,0,0,0,0,0,0,0,0,0,0,animal
tardy,0,0,0,0,0,0,1,0,0,0,lateness
subsidence,0,0,0,0,0,0,1,1,0,0,descent
lip,0,0,0,0,0,0,0,0,0,0,edge
irreverent,0,0,0,0,0,0,1,0,0,0,impiety
repress,0,0,0,0,0,0,0,1,0,0,hold back,shake,quench
exceed,0,0,0,0,0,0,0,0,0,0,indulge,rake,revel
peak,0,0,0,0,0,0,0,0,0,0,summit
approval,0,0,0,0,0,1,0,0,0,0,consent
collection,0,0,0,0,0,0,0,0,0,0,assemblage
crutch,0,0,0,0,0,0,0,0,0,0,support
exalt,0,0,0,0,0,1,0,0,0,0,increase,raise,heighten
madden,1,1,0,0,0,0,1,0,0,0,violence,aggravate,accelerate
frosty,0,0,0,0,0,0,0,0,0,0,cold
irregularly,0,0,0,0,0,0,0,0,0,0,disorder
mustang,0,0,0,0,0,0,0,0,0,0,carrier
fantasy,0,0,0,0,0,0,0,0,0,0,imagination
scheme,0,0,0,0,0,0,1,0,0,0,plan
celebration,0,0,1,1,1,1,0,0,0,1,rite
pulsation,0,0,0,0,0,0,0,0,0,0,feeling
twine,0,0,0,0,0,0,0,0,0,0,filament
lack,0,0,0,0,0,0,1,0,0,0,poverty,necessity,difficulties
competitive,0,0,0,0,0,0,0,0,0,0,contention
encroachment,1,0,0,0,0,0,1,0,0,0,transcursion
optical,0,0,0,0,0,0,0,0,0,0,vision
metaphorical,0,0,0,0,0,0,0,0,0,0,comparison
threat,0,1,0,0,0,0,1,0,0,0,defiance
plough,0,0,0,0,0,0,0,0,0,0,agriculture
chant,0,0,0,0,0,0,0,0,0,0,music
uprising,1,1,1,0,0,0,1,0,0,0,disobedience
asymmetric,0,0,0,0,0,0,0,0,0,0,unconformity
disappearance,0,0,0,0,0,0,0,0,0,0,disappearance
folly,0,0,0,0,0,0,1,0,0,0,imbecility folly
throb,0,0,0,0,0,0,1,0,0,0,agitation
illegal,0,1,0,0,0,0,1,0,1,0,wrong
focus,0,0,0,0,0,1,0,0,0,0,focus
humanity,0,0,0,1,0,1,0,0,0,1,benevolence,charity,sympathy
doctrine,0,0,0,1,0,0,0,0,0,0,belief
poison,1,0,0,0,0,0,1,0,0,0,deterioration
axle,0,0,0,0,0,0,0,0,0,0,support
sky,0,0,0,0,0,1,0,0,0,0,air,cloud,open air
rubric,0,0,0,0,0,1,0,0,0,0,class
fawn,0,0,0,0,0,0,1,0,0,0,servility
unlimited,0,0,0,0,0,1,0,0,0,0,infinity
dissection,0,0,0,0,0,0,0,0,0,0,inquiry
straightforward,0,0,0,1,0,1,0,0,0,0,naive,frank,unaffected
auditor,1,0,0,0,0,0,0,0,0,0,learner,undergraduate,remove
frog,0,0,0,0,0,0,0,0,0,0,ornament
mercantile,0,0,0,0,0,0,0,0,0,0,barter
exit,0,0,0,0,0,0,0,0,0,0,egress
writ,0,0,0,0,0,0,0,0,0,0,command
hiccup,0,0,0,0,0,0,0,0,0,0,wind
promontory,0,0,0,0,0,0,0,0,0,0,land
waiter,0,0,0,0,0,0,0,0,0,0,servant
unconfirmed,0,0,0,0,0,0,0,0,0,0,uncertainty
invisible,0,0,0,0,0,0,0,0,0,0,trivial,insignificant,intangible
apologetic,0,0,0,0,0,0,0,0,0,0,pretext
count,0,0,0,0,0,0,0,0,0,0,number,tell,tally
girl,0,0,0,0,0,0,0,0,0,0,infant
communication,0,0,0,1,0,0,0,0,0,0,information,intimation,representation
wonderful,0,0,0,0,0,1,0,0,0,1,unconformity
tramp,1,0,0,0,0,0,1,1,1,0,scrub,beggar,jade
miscellany,0,0,0,0,0,0,0,0,0,0,generality
dispel,0,0,0,0,0,0,0,0,0,0,let out,issue,broadcast
damage,0,1,0,0,0,0,1,1,1,0,evil,loss,bruise
enhance,0,0,0,0,0,1,0,0,0,0,increase
sensuous,0,0,0,0,0,1,0,0,0,1,physical sensibility
dismount,0,0,0,0,0,0,0,0,0,0,inutility
forbid,0,0,0,0,0,0,1,1,0,0,prohibition
hearth,0,0,0,0,0,0,0,0,0,0,furnace
retrieval,0,0,0,0,0,0,0,0,0,0,restoration
confine,1,1,0,0,0,0,1,1,0,0,limit,reservation,enclave
leaning,0,0,0,0,0,0,0,0,0,0,willingness,animus,disposition
library,0,0,0,0,0,1,0,0,0,0,book
unavoidable,0,0,0,0,0,0,1,0,0,0,necessity
atheist,0,0,0,0,0,0,0,0,0,0,irreligion
teller,0,0,0,0,0,0,0,0,0,0,treasurer
outburst,1,1,0,0,1,1,0,1,0,1,excitability
careful,0,0,0,0,0,1,0,0,0,0,economy
nothingness,0,0,0,0,0,0,1,1,0,0,unsubstantiality
retrograde,0,0,0,0,0,0,1,0,0,0,deterioration
conference,0,0,0,0,0,0,0,0,0,0,conversation
mail,0,0,0,0,0,0,0,0,0,0,transference,post,embark
treason,1,1,0,0,1,0,1,0,1,0,disobedience
happily,0,0,0,0,0,1,0,0,0,1,pleasure
cream,0,0,0,0,0,0,0,0,0,0,oil,lard,tallow
silent,0,0,0,0,0,0,0,0,0,0,aphony
attitude,0,0,0,0,0,0,0,0,0,0,circumstance
dispose,0,0,0,0,0,0,0,0,1,0,tendency
audible,0,0,0,0,0,0,0,0,0,0,sound
subversion,0,0,0,0,0,0,1,0,0,0,inversion,reversion,reversal
customary,0,0,0,0,0,0,0,0,0,0,normality
intensity,0,0,0,0,0,0,0,0,0,0,degree
bulldog,0,0,0,0,0,0,0,0,0,0,courage
vicarious,0,0,0,0,0,0,0,0,0,0,substitution
abrasion,0,0,0,0,0,0,0,0,0,0,friction
permanence,0,0,0,0,0,0,0,0,0,0,perpetuity
gratuity,0,0,0,0,0,0,0,0,0,0,giving
predicament,1,0,0,0,0,0,0,0,0,0,circumstance
mishap,0,0,0,0,0,0,1,0,0,0,failure
reinstate,0,0,0,0,0,1,0,0,0,0,restoration
confidentially,0,0,0,1,0,0,0,0,0,0,concealment
transaction,0,0,0,0,0,0,0,0,0,0,conduct
vaccine,0,0,0,0,0,1,0,0,0,0,remedy
typist,0,0,0,0,0,0,0,0,0,0,writing
refrigerate,0,0,0,0,0,0,0,0,0,0,refrigeration
seduction,0,0,0,0,0,0,0,0,0,0,amenity,winning ways,enchantment
impatience,0,0,0,0,0,0,1,0,0,0,excitability
firefly,0,0,0,0,0,0,0,0,0,0,luminary
academic,0,0,0,0,0,1,0,0,0,0,supposition
raving,1,1,0,0,0,0,1,0,0,0,insanity,berserk,frantic
drainage,0,0,0,0,0,0,0,0,0,0,sewerage,purification,disinfection
equality,0,0,0,1,0,1,0,0,0,0,identity
enjoy,0,0,1,1,0,1,0,0,0,1,pleasure,like,relish
penitentiary,0,0,0,0,0,0,1,0,0,0,penitence
dialect,0,0,0,0,0,0,0,0,0,0,neologism
untoward,0,1,0,0,0,0,1,0,1,0,badness,disastrous,unlucky
furnish,0,0,0,0,0,0,0,0,0,0,giving
chalk,0,0,0,0,0,0,0,0,0,0,indication,trace,score
overload,0,0,0,0,0,0,0,0,0,0,redundancy
hew,0,0,0,0,0,0,0,0,0,0,form
display,0,0,0,0,0,0,0,0,0,0,ostentation
mislead,0,1,0,0,0,0,1,0,0,0,error,falsify,lie
confident,0,0,0,0,0,1,0,0,0,1,hope,hopeful,flushed
satire,0,0,0,0,0,0,0,0,0,0,ridicule
cultivation,0,0,0,0,0,0,0,0,0,0,preparation,plowing,cooking
oppression,1,1,0,0,0,0,1,1,1,0,subjection
primeval,0,0,0,0,0,0,0,0,0,0,beginning
havoc,1,0,0,0,0,0,1,0,0,0,deterioration
warned,1,0,1,0,1,0,0,0,0,0,warning
parenthesis,0,0,0,0,0,0,0,0,0,0,discontinuity,episode,patchwork
candlelight,0,0,0,0,0,0,0,0,0,0,dimness
exhale,0,0,0,0,0,0,0,0,0,0,vaporization
mutable,0,0,1,0,0,1,0,0,0,0,changeableness
code,0,0,0,0,0,0,0,0,0,0,precept
platter,0,0,0,0,0,0,0,0,0,0,flatness
imply,0,0,0,0,0,0,0,0,0,0,probability,point to,dare say
tarnish,0,0,0,0,0,0,1,0,0,0,disrepute,taint,pollution
celestial,0,0,0,0,0,0,0,0,0,0,world
cordon,0,0,0,0,0,0,0,0,0,0,band,zone,orb
armory,0,0,0,0,0,0,0,0,0,0,workshop
neigh,0,0,0,0,0,0,0,0,0,0,ululation
splinter,0,0,0,0,0,0,0,0,0,0,brittleness
tablet,0,0,0,0,0,0,0,0,0,0,record,monument,achievement
proviso,0,0,0,0,0,0,0,0,0,0,conditions
unresolved,0,0,1,0,0,0,0,0,0,0,irresolution
uplift,0,0,1,1,0,1,0,0,0,1,elevation
pert,0,0,0,0,0,0,0,0,0,0,vanity
glide,0,0,1,0,0,1,0,0,0,1,journey,coast,skim
admiration,0,0,0,1,0,1,0,0,0,0,respect,esteem,estimation
unprecedented,0,0,0,0,1,0,0,0,0,0,dissimilarity
unintelligible,0,0,0,0,0,0,1,0,0,0,unintelligibility
woodcut,0,0,0,0,0,0,0,0,0,0,engraving
riches,0,0,0,0,0,0,0,0,0,0,wealth
firewood,0,0,0,0,0,0,0,0,0,0,fuel
begin,0,0,0,0,0,0,0,0,0,0,beginning
fierce,0,1,0,0,0,0,0,0,0,0,vehement,fiery,violent
artistic,0,0,0,0,0,1,0,0,0,0,beauty,pictorial,curious
resurrection,0,0,0,0,0,0,0,0,0,0,reproduction
stoppage,0,0,0,0,0,0,0,0,0,0,cessation
crumb,0,0,0,0,0,0,0,0,0,0,pulverulence
revenge,1,1,0,0,0,0,1,0,0,0,retaliation
uneven,0,0,0,0,0,0,1,0,0,0,inequality
blaze,0,0,0,0,0,0,1,0,0,0,indication
manual,0,0,0,1,0,0,0,0,0,0,information,chart,guide
hunter,1,0,1,0,0,0,1,0,0,0,pursuit
cowardice,1,0,0,0,0,0,1,0,0,0,cowardice
clothe,0,0,0,0,0,1,0,0,0,0,clothing
eminence,0,0,0,1,0,1,0,0,0,0,clergy
abate,0,0,0,0,0,0,0,0,0,0,nonincrease
purgatory,1,0,0,0,0,0,1,0,0,0,atonement
ashamed,0,0,0,0,0,0,1,1,1,0,humility
skunk,0,0,0,0,0,0,0,0,0,0,fetor
tailoring,0,0,0,0,0,0,0,0,0,0,clothing
alphabet,0,0,0,0,0,0,0,0,0,0,letter
ivory,0,0,0,0,0,0,0,0,0,0,whiteness
gouge,0,0,0,0,0,0,1,0,0,0,concavity
backbone,0,0,0,1,0,0,0,0,0,0,centrality
joker,0,0,0,0,0,1,0,0,0,1,humorist
skipper,0,0,0,0,0,0,0,0,0,0,master
innuendo,0,0,0,0,0,0,0,0,0,0,disapprobation
jurisdiction,0,0,0,0,0,0,0,0,0,0,jurisdiction
hygienic,0,0,0,0,0,0,0,0,0,0,salubrity
prudent,0,0,0,1,0,1,0,0,0,0,caution
surface,0,0,0,0,0,0,0,0,0,0,exteriority
colloquial,0,0,0,0,0,0,0,0,0,0,conversation
toleration,0,0,0,0,0,0,0,0,0,0,permission,tolerance,favor
gun,0,0,0,0,0,0,0,0,0,0,snap
directory,0,0,0,0,0,0,0,0,0,0,list
medial,0,0,0,0,0,0,0,0,0,0,middle
emptiness,0,0,0,0,0,0,0,0,0,0,absence
tinsel,0,0,0,0,0,1,0,0,0,1,light,splendor,brightness
ethics,0,0,0,0,0,1,0,0,0,0,virtue
magnitude,0,0,0,0,0,0,0,0,0,0,quantity
synonymous,0,0,0,0,0,0,0,0,0,0,equality
mumps,0,0,0,0,0,0,1,0,0,0,disease
revere,0,0,0,0,0,0,0,0,0,0,piety,convert,regenerate
socket,0,0,0,0,0,0,0,0,0,0,receptacle
denominator,0,0,0,0,0,0,0,0,0,0,number
childish,0,0,0,0,0,0,0,0,0,0,loose,careless,inexact
scope,0,0,0,0,0,0,0,0,0,0,meaning,significance,tenor
subjugation,0,0,0,0,0,0,1,0,0,0,subjection,bondage,subordination
instruction,0,0,0,0,0,0,0,0,0,0,information,mention,manual
incredulous,0,1,0,0,0,0,1,0,1,0,irreligion
gory,1,0,0,0,0,0,1,0,1,0,killing
felicity,0,0,0,0,0,1,0,0,0,1,pleasure
conditional,0,0,0,0,0,0,0,0,0,0,conditions,fenced,guarded
inquire,0,0,0,0,0,0,0,0,0,0,inquiry
rosy,0,0,0,0,0,1,0,0,0,0,beauty
weird,0,0,0,0,0,0,0,0,1,0,demon,spectral,supernatural
pug,0,0,0,0,0,0,0,0,0,0,animal
marry,0,0,0,1,0,1,0,0,0,1,marriage,join,seal
imply,0,0,0,0,0,0,0,0,0,0,meaning,convey,indicate
monthly,0,0,0,0,0,0,0,0,0,0,regularity of recurrence
festive,0,0,0,0,0,1,0,0,0,1,amusement
tumult,0,0,0,0,0,0,1,0,0,0,disorder,uproar,fight
sewer,0,0,0,0,0,0,0,0,1,0,uncleanness
delegate,0,0,0,0,0,1,0,0,0,0,consignee,trustee,committee
fugitive,1,1,0,0,0,0,1,0,1,0,transientness
astray,1,0,0,0,0,0,1,0,0,0,uncertainty
encore,0,0,0,0,0,1,0,0,0,0,approbation
gallop,0,0,0,0,0,0,0,0,0,0,journey
disengage,0,0,0,0,0,0,0,0,0,0,disjunction
intercession,0,0,0,1,0,0,0,0,0,0,mediation,atonement,salvation
sickness,1,0,0,0,0,0,1,1,1,0,disease
dissension,0,1,0,0,0,0,1,0,0,0,discord
stubby,0,0,0,0,0,0,0,0,0,0,shortness
acceptable,0,0,0,0,0,1,0,0,0,0,expedience
spotless,0,0,0,0,0,1,0,0,0,0,stainless,trig,sweet
mint,0,0,0,0,0,0,0,0,0,0,prototype,seal,mold
fecundity,0,0,0,0,0,0,0,0,0,0,productiveness
retriever,0,0,0,0,0,0,0,0,0,0,animal
hutch,0,0,0,0,0,0,0,0,0,0,abode
encroach,0,0,0,0,0,0,0,0,0,0,undueness
distribute,0,0,0,0,0,0,0,0,0,0,arrangement,range,marshal
intimidate,1,0,0,0,0,0,1,0,0,0,insolence
orderly,0,0,0,0,0,1,0,0,0,0,order,regular,tidy
squeamish,1,0,0,0,0,0,1,0,0,0,unwillingness
capitalist,0,0,0,0,0,1,0,0,0,0,wealth
breaker,0,0,0,0,0,0,0,0,0,0,island
forcibly,1,1,0,0,0,0,1,0,0,0,compulsion
react,1,1,0,0,0,0,0,0,0,0,counteraction
spurred,0,0,0,0,0,0,0,0,0,0,sharpness
curtail,0,0,0,0,0,0,0,0,0,0,nonaddition
acrobat,0,0,0,0,0,0,0,0,0,0,the drama,tumbler,curtain
painful,1,0,0,0,0,0,1,0,0,0,physical pain
nudity,0,0,0,0,0,0,0,0,0,0,divestment
wafer,0,0,0,0,0,0,0,0,0,0,connection
narrow,0,0,0,0,0,0,0,0,0,0,contraction
notoriety,1,1,0,0,0,0,1,0,1,0,publication
barter,0,0,0,0,0,0,0,0,0,0,swap,truck,exchange
obstinate,0,0,0,0,0,0,1,0,0,0,stability
prototype,0,0,0,0,0,0,0,0,0,0,prediction
precincts,0,0,0,0,0,0,0,0,0,0,circumjacence
deuce,0,0,0,0,0,0,0,0,0,0,duality
insert,0,0,0,0,0,0,0,0,0,0,record,post,file
reassurance,0,0,0,1,0,1,0,0,0,0,hope
laundry,0,0,0,0,0,0,0,0,0,0,receptacle
moss,0,0,0,0,0,0,0,0,0,0,roughness,bur,fur
tenure,0,0,0,0,0,0,0,0,0,0,possession
sump,0,0,0,0,0,0,0,0,1,0,uncleanness
slum,0,0,0,0,0,0,1,0,1,0,uncleanness
arbiter,0,0,0,1,0,0,0,0,0,0,director,minister,legislator
diaper,0,0,0,0,0,0,0,0,1,0,clothing
anatomy,0,0,0,0,0,0,0,0,0,0,texture,construction,mold
mug,0,0,0,0,0,1,0,0,0,0,receptacle
preeminent,0,0,0,0,0,1,0,0,0,0,superiority
graver,0,0,0,0,0,0,0,0,0,0,engraving
